flight_id,airline,source,destination,departure_time,arrival_time,duration,duration_minutes,is_overnight,departure_date,departure_hour,route,flight_key
6F114,IndiGo,BOM,MAA,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,00:50:00,50.0,False,2026-04-20,20,BOM → MAA,47
SJ179,SpiceJet,DEL,HYD,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,03:30:00,210.0,False,2026-04-20,20,DEL → HYD,48
6F190,IndiGo,DEL,MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,04:34:00,274.0,True,2026-04-20,20,DEL → MAA,49
SJ003,SpiceJet,MAA,CCU,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,00:42:00,42.0,False,2026-04-20,19,MAA → CCU,50
6F028,IndiGo,HYD,CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,02:00:00,120.0,False,2026-04-20,19,HYD → CCU,51
UK036,Vistara,CCU,BLR,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,04:24:00,264.0,True,2026-04-20,19,CCU → BLR,52
SJ160,SpiceJet,MAA,BLR,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,00:45:00,45.0,False,2026-04-20,19,MAA → BLR,53
6F151,IndiGo,CCU,HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,02:20:00,140.0,False,2026-04-20,19,CCU → HYD,54
UK140,Vistara,MAA,BLR,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,01:23:00,83.0,False,2026-04-20,19,MAA → BLR,55
AI115,Air India,MAA,BLR,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,04:49:00,289.0,True,2026-04-20,19,MAA → BLR,56
AI132,Air India,BLR,BOM,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,02:09:00,129.0,False,2026-04-20,19,BLR → BOM,57
UK209,Vistara,MAA,BLR,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,02:45:00,165.0,False,2026-04-20,19,MAA → BLR,58
SJ043,SpiceJet,MAA,DEL,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,02:09:00,129.0,False,2026-04-20,18,MAA → DEL,59
UK176,Vistara,HYD,BLR,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,04:08:00,248.0,False,2026-04-20,18,HYD → BLR,60
UK216,Vistara,MAA,HYD,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,03:14:00,194.0,False,2026-04-20,18,MAA → HYD,61
UK150,Vistara,DEL,CCU,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,00:30:00,30.0,False,2026-04-20,18,DEL → CCU,62
UK145,Vistara,BOM,HYD,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,02:11:00,131.0,False,2026-04-20,18,BOM → HYD,63
6F270,IndiGo,HYD,MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,00:48:00,48.0,False,2026-04-20,18,HYD → MAA,64
6F012,IndiGo,CCU,HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,03:25:00,205.0,False,2026-04-20,18,CCU → HYD,65
SJ236,SpiceJet,MAA,BOM,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,03:59:00,239.0,False,2026-04-20,18,MAA → BOM,66
6F149,IndiGo,BLR,CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,02:45:00,165.0,False,2026-04-20,17,BLR → CCU,67
UK004,Vistara,BOM,CCU,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,00:34:00,34.0,False,2026-04-20,17,BOM → CCU,68
UK010,Vistara,MAA,HYD,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,02:47:00,167.0,False,2026-04-20,17,MAA → HYD,69
UK215,Vistara,BOM,DEL,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,02:12:00,132.0,False,2026-04-20,17,BOM → DEL,70
SJ116,SpiceJet,HYD,CCU,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,01:29:00,89.0,False,2026-04-20,17,HYD → CCU,71
SJ023,SpiceJet,HYD,MAA,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,01:42:00,102.0,False,2026-04-20,17,HYD → MAA,72
UK152,Vistara,BOM,CCU,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,02:49:00,169.0,False,2026-04-20,17,BOM → CCU,73
SJ202,SpiceJet,CCU,HYD,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,01:47:00,107.0,False,2026-04-20,17,CCU → HYD,74
6F043,IndiGo,BOM,HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,01:26:00,86.0,False,2026-04-20,17,BOM → HYD,75
UK173,Vistara,MAA,BLR,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,04:16:00,256.0,False,2026-04-20,17,MAA → BLR,76
SJ081,SpiceJet,BOM,BLR,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,01:49:00,109.0,False,2026-04-20,17,BOM → BLR,77
UK153,Vistara,CCU,HYD,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,04:01:00,241.0,False,2026-04-20,16,CCU → HYD,78
UK187,Vistara,BLR,BOM,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,01:50:00,110.0,False,2026-04-20,16,BLR → BOM,79
UK055,Vistara,HYD,DEL,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,02:43:00,163.0,False,2026-04-20,16,HYD → DEL,80
UK181,Vistara,MAA,DEL,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,02:42:00,162.0,False,2026-04-20,16,MAA → DEL,81
UK074,Vistara,BOM,DEL,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,01:57:00,117.0,False,2026-04-20,16,BOM → DEL,82
SJ068,SpiceJet,BLR,BOM,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,02:04:00,124.0,False,2026-04-20,16,BLR → BOM,83
AI242,Air India,BLR,CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,01:02:00,62.0,False,2026-04-20,16,BLR → CCU,84
SJ237,SpiceJet,BOM,CCU,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,02:28:00,148.0,False,2026-04-20,16,BOM → CCU,85
6F194,IndiGo,BOM,CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,01:58:00,118.0,False,2026-04-20,16,BOM → CCU,86
UK063,Vistara,DEL,BOM,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,01:12:00,72.0,False,2026-04-20,16,DEL → BOM,87
UK068,Vistara,BLR,MAA,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,01:41:00,101.0,False,2026-04-20,16,BLR → MAA,88
UK224,Vistara,CCU,MAA,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,03:59:00,239.0,False,2026-04-20,16,CCU → MAA,89
UK077,Vistara,HYD,BOM,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,01:38:00,98.0,False,2026-04-20,16,HYD → BOM,90
UK207,Vistara,MAA,CCU,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,01:15:00,75.0,False,2026-04-20,16,MAA → CCU,91
AI221,Air India,MAA,HYD,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,02:36:00,156.0,False,2026-04-20,16,MAA → HYD,92
UK109,Vistara,BLR,BOM,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,01:00:00.298000,60.00496666666666,False,2026-04-20,16,BLR → BOM,93
UK089,Vistara,BOM,HYD,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,04:12:00,252.0,False,2026-04-20,15,BOM → HYD,94
AI072,Air India,BLR,CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,00:58:00,58.0,False,2026-04-20,15,BLR → CCU,95
UK131,Vistara,BOM,DEL,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,04:06:00,246.0,False,2026-04-20,15,BOM → DEL,96
SJ150,SpiceJet,BOM,HYD,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,03:30:00,210.0,False,2026-04-20,15,BOM → HYD,97
6F097,IndiGo,BLR,BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,01:17:00,77.0,False,2026-04-20,15,BLR → BOM,98
6F123,IndiGo,DEL,HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,01:46:00,106.0,False,2026-04-20,15,DEL → HYD,99
6F017,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,02:41:00,161.0,False,2026-04-20,15,CCU → BOM,100
6F245,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,02:41:00,161.0,False,2026-04-20,15,CCU → BOM,101
6F180,IndiGo,MAA,BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,04:24:00,264.0,False,2026-04-20,15,MAA → BLR,102
6F152,IndiGo,CCU,DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,02:04:00,124.0,False,2026-04-20,15,CCU → DEL,103
SJ034,SpiceJet,MAA,BOM,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,04:51:00,291.0,False,2026-04-20,15,MAA → BOM,104
SJ142,SpiceJet,CCU,BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,01:42:00,102.0,False,2026-04-20,15,CCU → BOM,105
UK189,Vistara,BLR,MAA,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,03:44:00,224.0,False,2026-04-20,15,BLR → MAA,106
SJ044,SpiceJet,DEL,CCU,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,02:37:00,157.0,False,2026-04-20,15,DEL → CCU,107
SJ196,SpiceJet,DEL,HYD,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,02:46:00,166.0,False,2026-04-20,14,DEL → HYD,108
6F188,IndiGo,DEL,HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,04:42:00,282.0,False,2026-04-20,14,DEL → HYD,109
6F181,IndiGo,BOM,MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,01:48:00,108.0,False,2026-04-20,14,BOM → MAA,110
6F077,IndiGo,CCU,DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,04:18:00,258.0,False,2026-04-20,14,CCU → DEL,111
SJ154,SpiceJet,BLR,HYD,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,01:39:00,99.0,False,2026-04-20,14,BLR → HYD,112
AI025,Air India,HYD,DEL,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,02:25:00,145.0,False,2026-04-20,14,HYD → DEL,113
AI094,Air India,DEL,BLR,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,01:00:00.298000,60.00496666666666,False,2026-04-20,14,DEL → BLR,114
6F191,IndiGo,BLR,DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,00:30:00,30.0,False,2026-04-20,14,BLR → DEL,115
SJ085,SpiceJet,BLR,MAA,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,04:30:00,270.0,False,2026-04-20,14,BLR → MAA,116
6F261,IndiGo,CCU,DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,02:58:00,178.0,False,2026-04-20,14,CCU → DEL,117
6F129,IndiGo,DEL,CCU,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,02:19:00,139.0,False,2026-04-20,14,DEL → CCU,118
6F254,IndiGo,MAA,BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,03:35:00,215.0,False,2026-04-20,14,MAA → BLR,119
SJ185,SpiceJet,BOM,CCU,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,01:00:00,60.0,False,2026-04-20,14,BOM → CCU,120
6F030,IndiGo,BOM,DEL,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,02:50:00,170.0,False,2026-04-20,14,BOM → DEL,121
SJ222,SpiceJet,BOM,DEL,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,02:54:00,174.0,False,2026-04-20,14,BOM → DEL,122
6F259,IndiGo,BOM,DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,01:11:00,71.0,False,2026-04-20,14,BOM → DEL,123
UK083,Vistara,DEL,HYD,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,00:49:00,49.0,False,2026-04-20,14,DEL → HYD,124
6F051,IndiGo,BLR,BOM,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,02:00:00,120.0,False,2026-04-20,13,BLR → BOM,125
SJ088,SpiceJet,CCU,MAA,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,00:32:00,32.0,False,2026-04-20,13,CCU → MAA,126
6F146,IndiGo,HYD,MAA,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,01:16:00,76.0,False,2026-04-20,13,HYD → MAA,127
6F047,IndiGo,MAA,DEL,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,02:05:00,125.0,False,2026-04-20,13,MAA → DEL,128
AI077,Air India,CCU,HYD,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,01:06:00,66.0,False,2026-04-20,13,CCU → HYD,129
UK134,Vistara,HYD,CCU,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,03:42:00,222.0,False,2026-04-20,13,HYD → CCU,130
AI056,Air India,DEL,MAA,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,03:55:00,235.0,False,2026-04-20,13,DEL → MAA,131
UK141,Vistara,HYD,MAA,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,02:21:00,141.0,False,2026-04-20,13,HYD → MAA,132
AI030,Air India,CCU,HYD,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,03:19:00,199.0,False,2026-04-20,13,CCU → HYD,133
AI029,Air India,MAA,DEL,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,04:24:00,264.0,False,2026-04-20,13,MAA → DEL,134
SJ167,SpiceJet,MAA,CCU,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,00:54:00,54.0,False,2026-04-20,13,MAA → CCU,135
UK017,Vistara,BLR,HYD,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,01:35:00,95.0,False,2026-04-20,13,BLR → HYD,136
6F229,IndiGo,MAA,DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,01:20:00,80.0,False,2026-04-20,13,MAA → DEL,137
SJ117,SpiceJet,MAA,BLR,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,03:56:00,236.0,False,2026-04-20,13,MAA → BLR,138
6F184,IndiGo,MAA,BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,02:59:00,179.0,False,2026-04-20,13,MAA → BOM,139
AI031,Air India,DEL,MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,03:06:00,186.0,False,2026-04-20,13,DEL → MAA,140
AI178,Air India,CCU,BLR,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,00:59:00,59.0,False,2026-04-20,13,CCU → BLR,141
SJ089,SpiceJet,HYD,CCU,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,04:33:00,273.0,False,2026-04-20,12,HYD → CCU,142
UK166,Vistara,HYD,MAA,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,04:53:00,293.0,False,2026-04-20,12,HYD → MAA,143
UK104,Vistara,DEL,BOM,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,01:22:00,82.0,False,2026-04-20,12,DEL → BOM,144
6F168,IndiGo,HYD,DEL,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,03:40:00,220.0,False,2026-04-20,12,HYD → DEL,145
AI222,Air India,BOM,DEL,2026-04-20 12:10:41.703,2026-04-20 13:14:41.703,01:04:00,64.0,False,2026-04-20,12,BOM → DEL,146
SJ025,SpiceJet,BOM,CCU,2026-04-20 12:02:41.701,2026-04-20 15:29:41.701,03:27:00,207.0,False,2026-04-20,12,BOM → CCU,147
6F255,IndiGo,DEL,BOM,2026-04-20 11:59:41.703,2026-04-20 15:33:41.703,03:34:00,214.0,False,2026-04-20,11,DEL → BOM,148
UK228,Vistara,DEL,MAA,2026-04-20 11:58:41.704,2026-04-20 15:08:41.704,03:10:00,190.0,False,2026-04-20,11,DEL → MAA,149
6F158,IndiGo,CCU,MAA,2026-04-20 11:58:41.703,2026-04-20 16:04:41.703,04:06:00,246.0,False,2026-04-20,11,CCU → MAA,150
SJ218,SpiceJet,DEL,HYD,2026-04-20 11:58:41.703,2026-04-20 15:03:41.703,03:05:00,185.0,False,2026-04-20,11,DEL → HYD,151
6F034,IndiGo,BOM,DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,00:56:00,56.0,False,2026-04-20,11,BOM → DEL,152
UK156,Vistara,MAA,BLR,2026-04-20 11:50:41.703,2026-04-20 15:54:41.703,04:04:00,244.0,False,2026-04-20,11,MAA → BLR,153
6F105,IndiGo,BLR,BOM,2026-04-20 11:46:41.702,2026-04-20 12:58:41.702,01:12:00,72.0,False,2026-04-20,11,BLR → BOM,154
6F073,IndiGo,DEL,CCU,2026-04-20 11:38:41.702,2026-04-20 15:18:41.702,03:40:00,220.0,False,2026-04-20,11,DEL → CCU,155
SJ074,SpiceJet,DEL,CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,00:41:00,41.0,False,2026-04-20,11,DEL → CCU,156
6F234,IndiGo,BOM,DEL,2026-04-20 11:20:41.704,2026-04-20 14:11:41.704,02:51:00,171.0,False,2026-04-20,11,BOM → DEL,157
6F068,IndiGo,BLR,HYD,2026-04-20 11:17:41.701,2026-04-20 15:06:41.701,03:49:00,229.0,False,2026-04-20,11,BLR → HYD,158
6F074,IndiGo,HYD,BOM,2026-04-20 11:09:41.702,2026-04-20 14:29:41.702,03:20:00,200.0,False,2026-04-20,11,HYD → BOM,159
AI038,Air India,HYD,MAA,2026-04-20 11:05:41.701,2026-04-20 15:44:41.701,04:39:00,279.0,False,2026-04-20,11,HYD → MAA,160
AI079,Air India,CCU,BLR,2026-04-20 11:04:41.702,2026-04-20 13:19:41.702,02:15:00,135.0,False,2026-04-20,11,CCU → BLR,161
SJ018,SpiceJet,BOM,CCU,2026-04-20 10:58:41.701,2026-04-20 13:31:41.701,02:33:00,153.0,False,2026-04-20,10,BOM → CCU,162
6F018,IndiGo,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,00:46:00,46.0,False,2026-04-20,10,DEL → BLR,163
AI091,Air India,CCU,MAA,2026-04-20 10:52:41.702,2026-04-20 15:15:41.702,04:23:00,263.0,False,2026-04-20,10,CCU → MAA,164
UK071,Vistara,DEL,HYD,2026-04-20 10:50:41.701,2026-04-20 14:06:41.701,03:16:00,196.0,False,2026-04-20,10,DEL → HYD,165
AI019,Air India,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,01:02:00,62.0,False,2026-04-20,10,BOM → CCU,166
UK212,Vistara,HYD,MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,00:45:00,45.0,False,2026-04-20,10,HYD → MAA,167
AI146,Air India,BLR,DEL,2026-04-20 10:40:41.702,2026-04-20 13:46:41.702,03:06:00,186.0,False,2026-04-20,10,BLR → DEL,168
6F232,IndiGo,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,01:43:00,103.0,False,2026-04-20,10,MAA → BLR,169
6F084,IndiGo,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,01:00:00.298000,60.00496666666666,False,2026-04-20,10,CCU → HYD,170
AI129,Air India,BOM,CCU,2026-04-20 10:29:41.702,2026-04-20 13:38:41.702,03:09:00,189.0,False,2026-04-20,10,BOM → CCU,171
AI240,Air India,MAA,DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,02:27:00,147.0,False,2026-04-20,10,MAA → DEL,172
6F091,IndiGo,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,01:26:00,86.0,False,2026-04-20,10,BLR → CCU,173
UK133,Vistara,BOM,DEL,2026-04-20 10:04:41.702,2026-04-20 13:16:41.702,03:12:00,192.0,False,2026-04-20,10,BOM → DEL,174
SJ007,SpiceJet,BOM,CCU,2026-04-20 10:03:41.701,2026-04-20 14:53:41.701,04:50:00,290.0,False,2026-04-20,10,BOM → CCU,175
